26C075--Coweeman R. nr Kelso

DATE         TIME    FLOW (cfs)   QUALITY
09/11/2006   17:15         67.7        50
09/11/2006   17:30         67.7        50
09/11/2006   17:45         67.7        50
09/11/2006   18:00         67.7        50
09/11/2006   18:15         67.7        50
09/11/2006   18:30         67.7        50
09/11/2006   18:45         67.7        50
09/11/2006   19:00         67.7        50
09/11/2006   19:15         67.7        50
09/11/2006   19:30         67.7        50
09/11/2006   19:45         67.7        50
09/11/2006   20:00         67.7        50
09/11/2006   20:15         67.7        50
09/11/2006   20:30         67.7        50
09/11/2006   20:45         67.7        50
09/11/2006   21:00         67.7        50
09/11/2006   21:15         67.7        50
09/11/2006   21:30         67.7        50
09/11/2006   21:45         67.7        50
09/11/2006   22:00         67.7        50
09/11/2006   22:15         67.7        50
09/11/2006   22:30         67.7        50
09/11/2006   22:45         67.7        50
09/11/2006   23:00         68.9        50
09/11/2006   23:15         67.7        50
09/11/2006   23:30         67.7        50
09/11/2006   23:45         67.7        50
09/12/2006   00:00         67.7        50
09/12/2006   00:15         67.7        50
09/12/2006   00:30         67.7        50
09/12/2006   00:45         67.7        50
09/12/2006   01:00         67.7        50
09/12/2006   01:15         67.7        50
09/12/2006   01:30         67.7        50
09/12/2006   01:45         67.7        50
09/12/2006   02:00         67.7        50
09/12/2006   02:15         67.7        50
09/12/2006   02:30         67.7        50
09/12/2006   02:45         67.7        50
09/12/2006   03:00         67.7        50
09/12/2006   03:15         67.7        50
09/12/2006   03:30         67.7        50
09/12/2006   03:45         67.7        50
09/12/2006   04:00         67.7        50
09/12/2006   04:15         67.7        50
09/12/2006   04:30         67.7        50
09/12/2006   04:45         67.7        50
09/12/2006   05:00         67.7        50
09/12/2006   05:15         67.7        50
09/12/2006   05:30         66.5        50
09/12/2006   05:45         67.7        50
09/12/2006   06:00         66.5        50
09/12/2006   06:15         66.5        50
09/12/2006   06:30         67.7        50
09/12/2006   06:45         66.5        50
09/12/2006   07:00         67.7        50
09/12/2006   07:15         67.7        50
09/12/2006   07:30         67.7        50
09/12/2006   07:45         67.7        50
09/12/2006   08:00         67.7        50
09/12/2006   08:15         67.7        50
09/12/2006   08:30         67.7        50
09/12/2006   08:45         67.7        50
09/12/2006   09:00         67.7        50
09/12/2006   09:15         67.7        50
09/12/2006   09:30         67.7        50
09/12/2006   09:45         67.7        50
09/12/2006   10:00         67.7        50
09/12/2006   10:15         67.7        50
09/12/2006   10:30         67.7        50
09/12/2006   10:45         67.7        50
09/12/2006   11:00         67.7        50
09/12/2006   11:15         67.7        50
09/12/2006   11:30         67.7        50
09/12/2006   11:45         67.7        50
09/12/2006   12:00         67.7        50
09/12/2006   12:15         67.7        50
09/12/2006   12:30         67.7        50
09/12/2006   12:45         67.7        50
09/12/2006   13:00         67.7        50
09/12/2006   13:15         67.7        50
09/12/2006   13:30         67.7        50
09/12/2006   13:45         65.4        50
09/12/2006   14:00         65.4        50
09/12/2006   14:15         65.4        50
09/12/2006   14:30         65.4        50
09/12/2006   14:45         65.4        50
09/12/2006   15:00         65.4        50
09/12/2006   15:15         65.4        50
09/12/2006   15:30         65.4        50
09/12/2006   15:45         65.4        50
09/12/2006   16:00         65.4        50
09/12/2006   16:15         65.4        50
09/12/2006   16:30         65.4        50
09/12/2006   16:45         65.4        50
09/12/2006   17:00         65.4        50
09/12/2006   17:15         65.4        50
09/12/2006   17:30         65.4        50
09/12/2006   17:45         65.4        50
09/12/2006   18:00         65.4        50
09/12/2006   18:15         65.4        50
09/12/2006   18:30         65.4        50
09/12/2006   18:45         65.4        50
09/12/2006   19:00         65.4        50
09/12/2006   19:15         65.4        50
09/12/2006   19:30         65.4        50
09/12/2006   19:45         65.4        50
09/12/2006   20:00         65.4        50
09/12/2006   20:15         65.4        50
09/12/2006   20:30         65.4        50
09/12/2006   20:45         65.4        50
09/12/2006   21:00         65.4        50
09/12/2006   21:15         65.4        50
09/12/2006   21:30         65.4        50
09/12/2006   21:45         65.4        50
09/12/2006   22:00         65.4        50
09/12/2006   22:15         65.4        50
09/12/2006   22:30         65.4        50
09/12/2006   22:45         65.4        50
09/12/2006   23:00         65.4        50
09/12/2006   23:15         65.4        50
09/12/2006   23:30         65.4        50
09/12/2006   23:45         65.4        50
09/13/2006   00:00         65.4        50
09/13/2006   00:15         65.4        50
09/13/2006   00:30         65.4        50
09/13/2006   00:45         65.4        50
09/13/2006   01:00         65.4        50
09/13/2006   01:15         65.4        50
09/13/2006   01:30         65.4        50
09/13/2006   01:45         65.4        50
09/13/2006   02:00         65.4        50
09/13/2006   02:15         65.4        50
09/13/2006   02:30         65.4        50
09/13/2006   02:45         65.4        50
09/13/2006   03:00         65.4        50
09/13/2006   03:15         65.4        50
09/13/2006   03:30         65.4        50
09/13/2006   03:45         65.4        50
09/13/2006   04:00         65.4        50
09/13/2006   04:15         65.4        50
09/13/2006   04:30         65.4        50
09/13/2006   04:45         65.4        50
09/13/2006   05:00         65.4        50
09/13/2006   05:15         65.4        50
09/13/2006   05:30         65.4        50
09/13/2006   05:45         65.4        50
09/13/2006   06:00         65.4        50
09/13/2006   06:15         65.4        50
09/13/2006   06:30         64.2        50
09/13/2006   06:45         65.4        50
09/13/2006   07:00         65.4        50
09/13/2006   07:15         65.4        50
09/13/2006   07:30         65.4        50
09/13/2006   07:45         65.4        50
09/13/2006   08:00         65.4        50
09/13/2006   08:15         65.4        50
09/13/2006   08:30         65.4        50
09/13/2006   08:45         65.4        50
09/13/2006   09:00         65.4        50
09/13/2006   09:15         65.4        50
09/13/2006   09:30         65.4        50
09/13/2006   09:45         65.4        50
09/13/2006   10:00         65.4        50
09/13/2006   10:15         65.4        50
09/13/2006   10:30         65.4        50
09/13/2006   10:45         65.4        50
09/13/2006   11:00         65.4        50
09/13/2006   11:15         65.4        50
09/13/2006   11:30         65.4        50
09/13/2006   11:45         65.4        50
09/13/2006   12:00         65.4        50
09/13/2006   12:15         65.4        50
09/13/2006   12:30         65.4        50
09/13/2006   12:45         65.4        50
09/13/2006   13:00         64.2        50
09/13/2006   13:15         64.2        50
09/13/2006   13:30         64.2        50
09/13/2006   13:45         64.2        50
09/13/2006   14:00         65.4        50
09/13/2006   14:15         64.2        50
09/13/2006   14:30         65.4        50
09/13/2006   14:45         65.4        50
09/13/2006   15:00         65.4        50
09/13/2006   15:15         65.4        50
09/13/2006   15:30         65.4        50
09/13/2006   15:45         65.4        50
09/13/2006   16:00         65.4        50
09/13/2006   16:15         65.4        50
09/13/2006   16:30         64.2        50
09/13/2006   16:45         64.2        50
09/13/2006   17:00         64.2        50
09/13/2006   17:15         65.4        50
09/13/2006   17:30         65.4        50
09/13/2006   17:45         64.2        50
09/13/2006   18:00         65.4        50
09/13/2006   18:15         64.2        50
09/13/2006   18:30         65.4        50
09/13/2006   18:45         65.4        50
09/13/2006   19:00         65.4        50
09/13/2006   19:15         64.2        50
09/13/2006   19:30         65.4        50
09/13/2006   19:45         65.4        50
09/13/2006   20:00         65.4        50
09/13/2006   20:15         65.4        50
09/13/2006   20:30         65.4        50
09/13/2006   20:45         65.4        50
09/13/2006   21:00         65.4        50
09/13/2006   21:15         64.2        50
09/13/2006   21:30         64.2        50
09/13/2006   21:45         64.2        50
09/13/2006   22:00         64.2        50
09/13/2006   22:15         64.2        50
09/13/2006   22:30         64.2        50
09/13/2006   22:45         64.2        50
09/13/2006   23:00         64.2        50
09/13/2006   23:15         64.2        50
09/13/2006   23:30         64.2        50
09/13/2006   23:45         64.2        50
09/14/2006   00:00         64.2        50
09/14/2006   00:15         64.2        50
09/14/2006   00:30         64.2        50
09/14/2006   00:45         64.2        50
09/14/2006   01:00         64.2        50
09/14/2006   01:15         64.2        50
09/14/2006   01:30         64.2        50
09/14/2006   01:45         64.2        50
09/14/2006   02:00         64.2        50
09/14/2006   02:15         64.2        50
09/14/2006   02:30         64.2        50
09/14/2006   02:45         64.2        50
09/14/2006   03:00         64.2        50
09/14/2006   03:15         64.2        50
09/14/2006   03:30         64.2        50
09/14/2006   03:45         64.2        50
09/14/2006   04:00         64.2        50
09/14/2006   04:15         64.2        50
09/14/2006   04:30         64.2        50
09/14/2006   04:45         64.2        50
09/14/2006   05:00         64.2        50
09/14/2006   05:15         64.2        50
09/14/2006   05:30         65.4        50
09/14/2006   05:45         65.4        50
09/14/2006   06:00         64.2        50
09/14/2006   06:15         64.2        50
09/14/2006   06:30         64.2        50
09/14/2006   06:45         64.2        50
09/14/2006   07:00         64.2        50
09/14/2006   07:15         64.2        50
09/14/2006   07:30         64.2        50
09/14/2006   07:45         64.2        50
09/14/2006   08:00         64.2        50
09/14/2006   08:15         64.2        50
09/14/2006   08:45         64.2        82
09/14/2006   09:00         64.2        50
09/14/2006   09:15         64.2        50
09/14/2006   09:30         64.2        50
09/14/2006   09:45         64.2        50
09/14/2006   10:00         64.2        50
09/14/2006   10:15         64.2        50
09/14/2006   10:30         64.2        50
09/14/2006   10:45         64.2        50
09/14/2006   11:00         64.2        50
09/14/2006   11:15         64.2        50
09/14/2006   11:30         64.2        50
09/14/2006   11:45         65.4        50
09/14/2006   12:00         64.2        50
09/14/2006   12:15         64.2        50
09/14/2006   12:30         64.2        50
09/14/2006   12:45         64.2        50
09/14/2006   13:00         64.2        50
09/14/2006   13:15         64.2        50
09/14/2006   13:30         64.2        50
09/14/2006   13:45         64.2        50
09/14/2006   14:00         64.2        50
09/14/2006   14:15         65.4        50
09/14/2006   14:30         65.4        50
09/14/2006   14:45         64.2        50
09/14/2006   15:00         64.2        50
09/14/2006   15:15         64.2        50
09/14/2006   15:30         64.2        50
09/14/2006   15:45         64.2        50
09/14/2006   16:00         64.2        50
09/14/2006   16:15         64.2        50
09/14/2006   16:30         64.2        50
09/14/2006   16:45         64.2        50
09/14/2006   17:00         64.2        50
09/14/2006   17:15         64.2        50
09/14/2006   17:30         64.2        50
09/14/2006   17:45         64.2        50
09/14/2006   18:00         64.2        50
09/14/2006   18:15         64.2        50
09/14/2006   18:30         64.2        50
09/14/2006   18:45         64.2        50
09/14/2006   19:00         64.2        50
09/14/2006   19:15         64.2        50
09/14/2006   19:30         64.2        50
09/14/2006   19:45         64.2        50
09/14/2006   20:00         64.2        50
09/14/2006   20:15         64.2        50
09/14/2006   20:30         64.2        50
09/14/2006   20:45         64.2        50
09/14/2006   21:00         64.2        50
09/14/2006   21:15         64.2        50
09/14/2006   21:30         64.2        50
09/14/2006   21:45         64.2        50
09/14/2006   22:00         64.2        50
09/14/2006   22:15         64.2        50
09/14/2006   22:30         64.2        50
09/14/2006   22:45         64.2        50
09/14/2006   23:00         64.2        50
09/14/2006   23:15         64.2        50
09/14/2006   23:30         64.2        50
09/14/2006   23:45         64.2        50
09/15/2006   00:00         64.2        50
09/15/2006   00:15         64.2        50
09/15/2006   00:30         64.2        50
09/15/2006   00:45         64.2        50
09/15/2006   01:00         64.2        50
09/15/2006   01:15         64.2        50
09/15/2006   01:30         64.2        50
09/15/2006   01:45         64.2        50
09/15/2006   02:00         64.2        50
09/15/2006   02:15         64.2        50
09/15/2006   02:30         64.2        50
09/15/2006   02:45         64.2        50
09/15/2006   03:00         64.2        50
09/15/2006   03:15         64.2        50
09/15/2006   03:30         64.2        50
09/15/2006   03:45         64.2        50
09/15/2006   04:00         64.2        50
09/15/2006   04:15         64.2        50
09/15/2006   04:30         64.2        50
09/15/2006   04:45         64.2        50
09/15/2006   05:00         64.2        50
09/15/2006   05:15         64.2        50
09/15/2006   05:30         64.2        50
09/15/2006   05:45         64.2        50
09/15/2006   06:00         64.2        50
09/15/2006   06:15         64.2        50
09/15/2006   06:30         64.2        50
09/15/2006   06:45         64.2        50
09/15/2006   07:00         64.2        50
09/15/2006   07:15         64.2        50
09/15/2006   07:30         64.2        50
09/15/2006   07:45         64.2        50
09/15/2006   08:00         64.2        50
09/15/2006   08:15         64.2        50
09/15/2006   08:30         64.2        50
09/15/2006   08:45         64.2        50
09/15/2006   09:00         64.2        50
09/15/2006   09:15         64.2        50
09/15/2006   09:30         64.2        50
09/15/2006   09:45         64.2        50
09/15/2006   10:00         64.2        50
09/15/2006   10:15         64.2        50
09/15/2006   10:30         64.2        50
09/15/2006   10:45         64.2        50
09/15/2006   11:00         64.2        50
09/15/2006   11:15         64.2        50
09/15/2006   11:30         64.2        50
09/15/2006   11:45         64.2        50
09/15/2006   12:00         64.2        50
09/15/2006   12:15         64.2        50
09/15/2006   12:30         64.2        50
09/15/2006   12:45         64.2        50
09/15/2006   13:00         64.2        50
09/15/2006   13:15         64.2        50
09/15/2006   13:30         64.2        50
09/15/2006   13:45         64.2        50
09/15/2006   14:00         64.2        50
09/15/2006   14:15         64.2        50
09/15/2006   14:30         64.2        50
09/15/2006   14:45         64.2        50
09/15/2006   15:00         64.2        50
09/15/2006   15:15         64.2        50
09/15/2006   15:30         64.2        50
09/15/2006   15:45         64.2        50
09/15/2006   16:00         64.2        50
09/15/2006   16:15         64.2        50
09/15/2006   16:30         64.2        50
09/15/2006   16:45         64.2        50
09/15/2006   17:00         64.2        50
09/15/2006   17:15         63.1        50
09/15/2006   17:30         64.2        50
09/15/2006   17:45         64.2        50
09/15/2006   18:00         64.2        50
09/15/2006   18:15         64.2        50
09/15/2006   18:30         64.2        50
09/15/2006   18:45         64.2        50
09/15/2006   19:00         64.2        50
09/15/2006   19:15         64.2        50
09/15/2006   19:30         64.2        50
09/15/2006   19:45         64.2        50
09/15/2006   20:00         64.2        50
09/15/2006   20:15         64.2        50
09/15/2006   20:30         63.1        50
09/15/2006   20:45         64.2        50
09/15/2006   21:00         63.1        50
09/15/2006   21:15         63.1        50
09/15/2006   21:30         64.2        50
09/15/2006   21:45         63.1        50
09/15/2006   22:00         63.1        50
09/15/2006   22:15         63.1        50
09/15/2006   22:30         63.1        50
09/15/2006   22:45         63.1        50
09/15/2006   23:00         63.1        50
09/15/2006   23:15         63.1        50
09/15/2006   23:30         63.1        50
09/15/2006   23:45         63.1        50
09/16/2006   00:00         64.2        50
09/16/2006   00:15         63.1        50
09/16/2006   00:30         63.1        50
09/16/2006   00:45         63.1        50
09/16/2006   01:00         63.1        50
09/16/2006   01:15         63.1        50
09/16/2006   01:30         63.1        50
09/16/2006   01:45         63.1        50
09/16/2006   02:00         63.1        50
09/16/2006   02:15         63.1        50
09/16/2006   02:30         63.1        50
09/16/2006   02:45         63.1        50
09/16/2006   03:00         63.1        50
09/16/2006   03:15         63.1        50
09/16/2006   03:30         63.1        50
09/16/2006   03:45         63.1        50
09/16/2006   04:00         63.1        50
09/16/2006   04:15         63.1        50
09/16/2006   04:30         63.1        50
09/16/2006   04:45         63.1        50
09/16/2006   05:00         63.1        50
09/16/2006   05:15         63.1        50
09/16/2006   05:30         63.1        50
09/16/2006   05:45         63.1        50
09/16/2006   06:00         63.1        50
09/16/2006   06:15         63.1        50
09/16/2006   06:30         63.1        50
09/16/2006   06:45         63.1        50
09/16/2006   07:00         63.1        50
09/16/2006   07:15         63.1        50
09/16/2006   07:30         63.1        50
09/16/2006   07:45         63.1        50
09/16/2006   08:00         63.1        50
09/16/2006   08:15         63.1        50
09/16/2006   08:30         64.2        50
09/16/2006   08:45         63.1        50
09/16/2006   09:00         63.1        50
09/16/2006   09:15         64.2        50
09/16/2006   09:30         64.2        50
09/16/2006   09:45         64.2        50
09/16/2006   10:00         63.1        50
09/16/2006   10:15         63.1        50
09/16/2006   10:30         63.1        50
09/16/2006   10:45         63.1        50
09/16/2006   11:00         63.1        50
09/16/2006   11:15         63.1        50
09/16/2006   11:30         63.1        50
09/16/2006   11:45         63.1        50
09/16/2006   12:00         63.1        50
09/16/2006   12:15         64.2        50
09/16/2006   12:30         63.1        50
09/16/2006   12:45         63.1        50
09/16/2006   13:00         63.1        50
09/16/2006   13:15         64.2        50
09/16/2006   13:30         63.1        50
09/16/2006   13:45         63.1        50
09/16/2006   14:00         63.1        50
09/16/2006   14:15         63.1        50
09/16/2006   14:30         64.2        50
09/16/2006   14:45         63.1        50
09/16/2006   15:00         63.1        50
09/16/2006   15:15         63.1        50
09/16/2006   15:30         63.1        50
09/16/2006   15:45         64.2        50
09/16/2006   16:00         63.1        50
09/16/2006   16:15         64.2        50
09/16/2006   16:30         64.2        50
09/16/2006   16:45         63.1        50
09/16/2006   17:00         64.2        50
09/16/2006   17:15         64.2        50
09/16/2006   17:30         63.1        50
09/16/2006   17:45         63.1        50
09/16/2006   18:00         64.2        50
09/16/2006   18:15         63.1        50
09/16/2006   18:30         63.1        50
09/16/2006   18:45         64.2        50
09/16/2006   19:00         64.2        50
09/16/2006   19:15         63.1        50
09/16/2006   19:30         63.1        50
