26C075--Coweeman R. nr Kelso

DATE         TIME    FLOW (cfs)   QUALITY
10/01/2007   18:15          135         1
10/01/2007   18:30          135         1
10/01/2007   18:45          135         1
10/01/2007   19:00          135         1
10/01/2007   19:15          133         1
10/01/2007   19:30          135         1
10/01/2007   19:45          133         1
10/01/2007   20:00          133         1
10/01/2007   20:15          131         1
10/01/2007   20:30          133         1
10/01/2007   20:45          133         1
10/01/2007   21:00          133         1
10/01/2007   21:15          133         1
10/01/2007   21:30          133         1
10/01/2007   21:45          131         1
10/01/2007   22:00          129         1
10/01/2007   22:15          129         1
10/01/2007   22:30          129         1
10/01/2007   22:45          129         1
10/01/2007   23:00          127         1
10/01/2007   23:15          127         1
10/01/2007   23:30          127         1
10/01/2007   23:45          125         1
10/02/2007   00:00          125         1
10/02/2007   00:15          125         1
10/02/2007   00:30          125         1
10/02/2007   00:45          125         1
10/02/2007   01:00          125         1
10/02/2007   01:15          125         1
10/02/2007   01:30          125         1
10/02/2007   01:45          123         1
10/02/2007   02:00          123         1
10/02/2007   02:15          125         1
10/02/2007   02:30          123         1
10/02/2007   02:45          123         1
10/02/2007   03:00          125         1
10/02/2007   03:15          125         1
10/02/2007   03:30          123         1
10/02/2007   03:45          123         1
10/02/2007   04:00          121         1
10/02/2007   04:15          121         1
10/02/2007   04:30          119         1
10/02/2007   04:45          117         1
10/02/2007   05:00          117         1
10/02/2007   05:15          115         1
10/02/2007   05:30          115         1
10/02/2007   05:45          115         1
10/02/2007   06:00          113         1
10/02/2007   06:15          111         1
10/02/2007   06:30          111         1
10/02/2007   06:45          109         1
10/02/2007   07:00          109         1
10/02/2007   07:15          108         1
10/02/2007   07:30          108         1
10/02/2007   07:45          106         1
10/02/2007   08:00          106         1
10/02/2007   08:15          104         1
10/02/2007   08:30          104         1
10/02/2007   08:45          102         1
10/02/2007   09:00          102         1
10/02/2007   09:15          101         1
10/02/2007   09:30         99.1         1
10/02/2007   09:45         99.1         1
10/02/2007   10:00         99.1         1
10/02/2007   10:15         97.4         1
10/02/2007   10:30         97.4         1
10/02/2007   10:45         97.4         1
10/02/2007   11:00         95.8         1
10/02/2007   11:15         95.8         1
10/02/2007   11:30         95.8         1
10/02/2007   11:45         94.2         1
10/02/2007   12:00         94.2         1
10/02/2007   12:15         92.6         1
10/02/2007   12:30         92.6         1
10/02/2007   12:45         92.6         1
10/02/2007   13:00         92.6         1
10/02/2007   13:15         91.1         1
10/02/2007   13:30         91.1         1
10/02/2007   13:45         91.1         1
10/02/2007   14:00         91.1         1
10/02/2007   14:15         91.1         1
10/02/2007   14:30         89.5         1
10/02/2007   14:45         89.5         1
10/02/2007   15:00         91.1         1
10/02/2007   15:15         89.5         1
10/02/2007   15:30         89.5         1
10/02/2007   15:45         89.5         1
10/02/2007   16:00         89.5         1
10/02/2007   16:15         89.5         1
10/02/2007   16:30         88.0         1
10/02/2007   16:45         89.5         1
10/02/2007   17:00         91.1         1
10/02/2007   17:15         91.1         1
10/02/2007   17:30         94.2         1
10/02/2007   17:45         95.8         1
10/02/2007   18:00         97.4         1
10/02/2007   18:15         97.4         1
10/02/2007   18:30         95.8         1
10/02/2007   18:45         97.4         1
10/02/2007   19:00         97.4         1
10/02/2007   19:15         99.1         1
10/02/2007   19:30          101         1
10/02/2007   19:45          102         1
10/02/2007   20:00          104         1
10/02/2007   20:15          104         1
10/02/2007   20:30          106         1
10/02/2007   20:45          106         1
10/02/2007   21:00          108         1
10/02/2007   21:15          113         1
10/02/2007   21:30          156         1
10/02/2007   21:45          188         1
10/02/2007   22:00          197         1
10/02/2007   22:15          203         1
10/02/2007   22:30          203         1
10/02/2007   22:45          200         1
10/02/2007   23:00          194         1
10/02/2007   23:15          191         1
10/02/2007   23:30          188         1
10/02/2007   23:45          186         1
10/03/2007   00:00          183         1
10/03/2007   00:15          183         1
10/03/2007   00:30          186         1
10/03/2007   00:45          186         1
10/03/2007   01:00          188         1
10/03/2007   01:15          194         1
10/03/2007   01:30          203         1
10/03/2007   01:45          239         1
10/03/2007   02:00          283         1
10/03/2007   02:15          305         1
10/03/2007   02:30          318         1
10/03/2007   02:45          324         1
10/03/2007   03:00          324         1
10/03/2007   03:15          321         1
10/03/2007   03:30          318         1
10/03/2007   03:45          311         1
10/03/2007   04:00          305         1
10/03/2007   04:15          299         1
10/03/2007   04:30          295         1
10/03/2007   04:45          292         1
10/03/2007   05:00          283         1
10/03/2007   05:15          280         1
10/03/2007   05:30          277         1
10/03/2007   05:45          275         1
10/03/2007   06:00          269         1
10/03/2007   06:15          266         1
10/03/2007   06:30          263         1
10/03/2007   06:45          260         1
10/03/2007   07:00          258         1
10/03/2007   07:15          258         1
10/03/2007   07:30          258         1
10/03/2007   07:45          258         1
10/03/2007   08:00          258         1
10/03/2007   08:15          258         1
10/03/2007   08:30          258         1
10/03/2007   08:45          258         1
10/03/2007   09:00          258         1
10/03/2007   09:15          260         1
10/03/2007   09:30          266         1
10/03/2007   09:45          269         1
10/03/2007   10:00          269         1
10/03/2007   10:15          269         1
10/03/2007   10:30          272         1
10/03/2007   10:45          272         1
10/03/2007   11:00          275         1
10/03/2007   11:15          275         1
10/03/2007   11:30          277         1
10/03/2007   11:45          277         1
10/03/2007   12:00          280         1
10/03/2007   12:15          283         1
10/03/2007   12:30          289         1
10/03/2007   12:45          292         1
10/03/2007   13:00          295         1
10/03/2007   13:15          299         1
10/03/2007   13:30          302         1
10/03/2007   13:45          302         1
10/03/2007   14:00          305         1
10/03/2007   14:15          305         1
10/03/2007   14:30          308         1
10/03/2007   14:45          308         1
10/03/2007   15:00          311         1
10/03/2007   15:15          311         1
10/03/2007   15:30          311         1
10/03/2007   15:45          314         1
10/03/2007   16:00          314         1
10/03/2007   16:15          311         1
10/03/2007   16:30          311         1
10/03/2007   16:45          311         1
10/03/2007   17:00          311         1
10/03/2007   17:15          311         1
10/03/2007   17:30          311         1
10/03/2007   17:45          308         1
10/03/2007   18:00          308         1
10/03/2007   18:15          308         1
10/03/2007   18:30          311         1
10/03/2007   18:45          311         1
10/03/2007   19:00          308         1
10/03/2007   19:15          305         1
10/03/2007   19:30          305         1
10/03/2007   19:45          305         1
10/03/2007   20:00          305         1
10/03/2007   20:15          302         1
10/03/2007   20:30          302         1
10/03/2007   20:45          302         1
10/03/2007   21:00          302         1
10/03/2007   21:15          299         1
10/03/2007   21:30          302         1
10/03/2007   21:45          302         1
10/03/2007   22:00          302         1
10/03/2007   22:15          302         1
10/03/2007   22:30          302         1
10/03/2007   22:45          302         1
10/03/2007   23:00          298         1
10/03/2007   23:15          298         1
10/03/2007   23:30          292         1
10/03/2007   23:45          292         1
10/04/2007   00:00          289         1
10/04/2007   00:15          286         1
10/04/2007   00:45          283         1
10/04/2007   01:00          280         1
10/04/2007   01:15          277         1
10/04/2007   01:30          277         1
10/04/2007   01:45          277         1
10/04/2007   02:00          275         1
10/04/2007   02:15          272         1
10/04/2007   02:30          272         1
10/04/2007   02:45          269         1
10/04/2007   03:00          269         1
10/04/2007   03:15          266         1
10/04/2007   03:30          263         1
10/04/2007   03:45          260         1
10/04/2007   04:00          260         1
10/04/2007   04:15          260         1
10/04/2007   04:30          258         1
10/04/2007   04:45          258         1
10/04/2007   05:00          258         1
10/04/2007   05:15          255         1
10/04/2007   05:30          258         1
10/04/2007   05:45          255         1
10/04/2007   06:00          255         1
10/04/2007   06:15          252         1
10/04/2007   06:30          252         1
10/04/2007   06:45          249         1
10/04/2007   07:00          249         1
10/04/2007   07:15          247         1
10/04/2007   07:30          247         1
10/04/2007   07:45          244         1
10/04/2007   08:00          242         1
10/04/2007   08:15          242         1
10/04/2007   08:30          242         1
10/04/2007   08:45          239         1
10/04/2007   09:00          239         1
10/04/2007   09:15          239         1
10/04/2007   09:30          239         1
10/04/2007   09:45          236         1
10/04/2007   10:00          236         1
10/04/2007   10:15          236         1
10/04/2007   10:30          236         1
10/04/2007   10:45          236         1
10/04/2007   11:00          234         1
10/04/2007   11:15          234         1
10/04/2007   11:30          234         1
10/04/2007   11:45          231         1
10/04/2007   12:00          229         1
10/04/2007   12:15          229         1
10/04/2007   12:30          226         1
10/04/2007   12:45          226         1
10/04/2007   13:00          224         1
10/04/2007   13:15          224         1
10/04/2007   13:30          221         1
10/04/2007   13:45          221         1
10/04/2007   14:00          219         1
10/04/2007   14:15          221         1
10/04/2007   14:30          219         1
10/04/2007   14:45          219         1
10/04/2007   15:00          217         1
10/04/2007   15:15          217         1
10/04/2007   15:30          217         1
10/04/2007   15:45          214         1
10/04/2007   16:00          214         1
10/04/2007   16:15          212         1
10/04/2007   16:30          212         1
10/04/2007   16:45          210         1
10/04/2007   17:00          210         1
10/04/2007   17:15          207         1
10/04/2007   17:30          207         1
10/04/2007   17:45          205         1
10/04/2007   18:00          205         1
10/04/2007   18:15          203         1
10/04/2007   18:30          203         1
10/04/2007   18:45          200         1
10/04/2007   19:00          200         1
10/04/2007   19:15          197         1
10/04/2007   19:30          197         1
10/04/2007   19:45          197         1
10/04/2007   20:00          197         1
10/04/2007   20:15          197         1
10/04/2007   20:30          194         1
10/04/2007   20:45          194         1
10/04/2007   21:00          194         1
10/04/2007   21:15          191         1
10/04/2007   21:30          191         1
10/04/2007   21:45          191         1
10/04/2007   22:00          191         1
10/04/2007   22:15          191         1
10/04/2007   22:30          188         1
10/04/2007   22:45          188         1
10/04/2007   23:00          188         1
10/04/2007   23:15          188         1
10/04/2007   23:30          186         1
10/04/2007   23:45          186         1
10/05/2007   00:00          183         1
10/05/2007   00:15          180         1
10/05/2007   00:30          180         1
10/05/2007   00:45          180         1
10/05/2007   01:00          177         1
10/05/2007   01:15          177         1
10/05/2007   01:30          174         1
10/05/2007   01:45          172         1
10/05/2007   02:00          172         1
10/05/2007   02:15          172         1
10/05/2007   02:30          169         1
10/05/2007   02:45          169         1
10/05/2007   03:00          166         1
10/05/2007   03:15          166         1
10/05/2007   03:30          166         1
10/05/2007   03:45          166         1
10/05/2007   04:00          164         1
10/05/2007   04:15          164         1
10/05/2007   04:30          164         1
10/05/2007   04:45          161         1
10/05/2007   05:00          161         1
10/05/2007   05:15          159         1
10/05/2007   05:30          159         1
10/05/2007   05:45          159         1
10/05/2007   06:00          156         1
10/05/2007   06:15          159         1
10/05/2007   06:30          159         1
10/05/2007   06:45          156         1
10/05/2007   07:00          156         1
10/05/2007   07:15          156         1
10/05/2007   07:30          154         1
10/05/2007   07:45          154         1
10/05/2007   08:00          151         1
10/05/2007   08:15          151         1
10/05/2007   08:30          151         1
10/05/2007   08:45          151         1
10/05/2007   09:00          149         1
10/05/2007   09:15          149         1
10/05/2007   09:30          149         1
10/05/2007   09:45          149         1
10/05/2007   10:00          146         1
10/05/2007   10:15          146         1
10/05/2007   10:30          144         1
10/05/2007   10:45          144         1
10/05/2007   11:00          144         1
10/05/2007   11:15          144         1
10/05/2007   11:30          142         1
10/05/2007   11:45          142         1
10/05/2007   12:00          142         1
10/05/2007   12:15          140         1
10/05/2007   12:30          140         1
10/05/2007   12:45          140         1
10/05/2007   13:00          137         1
10/05/2007   13:15          137         1
10/05/2007   13:30          137         1
10/05/2007   13:45          137         1
10/05/2007   14:00          135         1
10/05/2007   14:15          135         1
10/05/2007   14:30          135         1
10/05/2007   14:45          135         1
10/05/2007   15:00          133         1
10/05/2007   15:15          133         1
10/05/2007   15:30          133         1
10/05/2007   15:45          133         1
10/05/2007   16:00          133         1
10/05/2007   16:15          131         1
10/05/2007   16:30          131         1
10/05/2007   16:45          129         1
10/05/2007   17:00          131         1
10/05/2007   17:15          129         1
10/05/2007   17:30          129         1
10/05/2007   17:45          127         1
10/05/2007   18:00          129         1
10/05/2007   18:15          127         1
10/05/2007   18:30          127         1
10/05/2007   18:45          125         1
10/05/2007   19:00          125         1
10/05/2007   19:15          125         1
10/05/2007   19:30          125         1
10/05/2007   19:45          125         1
10/05/2007   20:00          123         1
10/05/2007   20:15          123         1
10/05/2007   20:30          123         1
10/05/2007   20:45          123         1
10/05/2007   21:00          121         1
10/05/2007   21:15          121         1
10/05/2007   21:30          121         1
10/05/2007   21:45          119         1
10/05/2007   22:00          121         1
10/05/2007   22:15          119         1
10/05/2007   22:30          119         1
10/05/2007   22:45          119         1
10/05/2007   23:00          119         1
10/05/2007   23:15          117         1
10/05/2007   23:30          117         1
10/05/2007   23:45          117         1
10/06/2007   00:00          115         1
10/06/2007   00:15          115         1
10/06/2007   00:30          115         1
10/06/2007   00:45          115         1
10/06/2007   01:00          115         1
10/06/2007   01:15          115         1
10/06/2007   01:30          115         1
10/06/2007   01:45          113         1
10/06/2007   02:00          113         1
10/06/2007   02:15          113         1
10/06/2007   02:30          113         1
10/06/2007   02:45          113         1
10/06/2007   03:00          111         1
10/06/2007   03:15          111         1
10/06/2007   03:30          111         1
10/06/2007   03:45          111         1
10/06/2007   04:00          109         1
10/06/2007   04:15          109         1
10/06/2007   04:30          109         1
10/06/2007   04:45          109         1
10/06/2007   05:00          109         1
10/06/2007   05:15          107         1
10/06/2007   05:30          107         1
10/06/2007   05:45          107         1
10/06/2007   06:00          107         1
10/06/2007   06:15          107         1
10/06/2007   06:30          107         1
10/06/2007   06:45          107         1
10/06/2007   07:00          107         1
10/06/2007   07:15          106         1
10/06/2007   07:30          106         1
10/06/2007   07:45          106         1
10/06/2007   08:00          104         1
10/06/2007   08:15          104         1
10/06/2007   08:30          104         1
10/06/2007   08:45          104         1
10/06/2007   09:00          104         1
10/06/2007   09:15          104         1
10/06/2007   09:30          102         1
10/06/2007   09:45          102         1
10/06/2007   10:00          102         1
10/06/2007   10:15          102         1
10/06/2007   10:30          102         1
10/06/2007   10:45          102         1
10/06/2007   11:00          102         1
10/06/2007   11:15          101         1
10/06/2007   11:30          101         1
10/06/2007   11:45          101         1
10/06/2007   12:00          101         1
10/06/2007   12:15          101         1
10/06/2007   12:30          101         1
10/06/2007   12:45         98.9         1
10/06/2007   13:00         98.9         1
10/06/2007   13:15         98.9         1
10/06/2007   13:30         98.9         1
10/06/2007   13:45         98.9         1
10/06/2007   14:00         97.3         1
10/06/2007   14:15         98.9         1
10/06/2007   14:30         97.3         1
10/06/2007   14:45         97.3         1
10/06/2007   15:00         97.3         1
10/06/2007   15:15         97.3         1
10/06/2007   15:30         97.3         1
10/06/2007   15:45         97.3         1
10/06/2007   16:00         97.3         1
10/06/2007   16:15         97.3         1
10/06/2007   16:30         95.7         1
10/06/2007   16:45         95.7         1
10/06/2007   17:00         95.7         1
10/06/2007   17:15         95.7         1
10/06/2007   17:30         95.7         1
10/06/2007   17:45         95.7         1
10/06/2007   18:00         95.7         1
10/06/2007   18:15         95.7         1
10/06/2007   18:45         94.1         1
10/06/2007   19:00         94.1         1
10/06/2007   19:15         94.1         1
10/06/2007   19:30         94.1         1
10/06/2007   19:45         94.1         1
10/06/2007   20:00         94.1         1
10/06/2007   20:15         94.1         1
10/06/2007   20:30         94.1         1
10/06/2007   20:45         94.1         1
10/06/2007   21:00         94.1         1
10/06/2007   21:15         94.1         1
10/06/2007   21:30         94.1         1
10/06/2007   21:45         94.1         1
10/06/2007   22:00         94.1         1
10/06/2007   22:15         94.1         1
10/06/2007   22:30         94.1         1
10/06/2007   22:45         94.1         1
10/06/2007   23:00         94.1         1
10/06/2007   23:15         94.1         1
10/06/2007   23:30         94.1         1
10/06/2007   23:45         92.5         1
10/07/2007   00:00         92.5         1
10/07/2007   00:15         94.1         1
10/07/2007   00:30         94.1         1
10/07/2007   00:45         92.5         1
10/07/2007   01:00         92.5         1
10/07/2007   01:15         92.5         1
10/07/2007   01:30         94.1         1
10/07/2007   01:45         92.5         1
10/07/2007   02:00         92.5         1
10/07/2007   02:15         92.5         1
10/07/2007   02:30         92.5         1
10/07/2007   02:45         92.5         1
10/07/2007   03:00         92.5         1
10/07/2007   03:15         92.5         1
10/07/2007   03:30         92.5         1
10/07/2007   03:45         92.5         1
10/07/2007   04:00         92.5         1
10/07/2007   04:15         92.5         1
10/07/2007   04:30         92.5         1
10/07/2007   04:45         92.5         1
10/07/2007   05:00         92.4         1
10/07/2007   05:15         92.4         1
10/07/2007   05:30         94.0         1
10/07/2007   05:45         94.0         1
10/07/2007   06:00         92.4         1
10/07/2007   06:15         94.0         1
10/07/2007   06:30         94.0         1
10/07/2007   06:45         94.0         1
10/07/2007   07:00         92.4         1
10/07/2007   07:15         94.0         1
10/07/2007   07:30         94.0         1
10/07/2007   07:45         94.0         1
10/07/2007   08:00         94.0         1
10/07/2007   08:15         94.0         1
10/07/2007   08:30         94.0         1
10/07/2007   08:45         94.0         1
10/07/2007   09:00         94.0         1
10/07/2007   09:15         94.0         1
10/07/2007   09:30         94.0         1
10/07/2007   09:45         94.0         1
10/07/2007   10:00         94.0         1
10/07/2007   10:15         94.0         1
10/07/2007   10:30         94.0         1
10/07/2007   10:45         92.4         1
10/07/2007   11:00         94.0         1
10/07/2007   11:15         92.4         1
10/07/2007   11:30         94.0         1
10/07/2007   11:45         94.0         1
10/07/2007   12:00         94.0         1
10/07/2007   12:15         92.4         1
10/07/2007   12:30         92.4         1
10/07/2007   12:45         92.4         1
10/07/2007   13:00         92.4         1
10/07/2007   13:15         92.4         1
10/07/2007   13:30         92.4         1
10/07/2007   13:45         92.4         1
10/07/2007   14:00         92.4         1
10/07/2007   14:15         92.4         1
10/07/2007   14:30         92.4         1
10/07/2007   14:45         92.4         1
10/07/2007   15:00         94.0         1
10/07/2007   15:15         94.0         1
10/07/2007   15:30         94.0         1
10/07/2007   15:45         97.2         1
10/07/2007   16:00         98.9         1
10/07/2007   16:15          101         1
10/07/2007   16:30         98.9         1
10/07/2007   16:45         98.9         1
10/07/2007   17:00         98.9         1
10/07/2007   17:15         98.9         1
10/07/2007   17:30         98.9         1
10/07/2007   17:45         98.9         1
10/07/2007   18:00          102         1
10/07/2007   18:15          104         1
10/07/2007   18:30          104         1
10/07/2007   18:45          106         1
10/07/2007   19:00          109         1
10/07/2007   19:15          111         1
10/07/2007   19:30          113         1
10/07/2007   19:45          115         1
10/07/2007   20:00          119         1
10/07/2007   20:15          123         1
10/07/2007   20:30          127         1
10/07/2007   20:45          131         1
10/07/2007   21:00          135         1
10/07/2007   21:15          140         1
10/07/2007   21:30          142         1
10/07/2007   21:45          142         1
10/07/2007   22:00          144         1
10/07/2007   22:15          144         1
10/07/2007   22:30          144         1
10/07/2007   22:45          144         1
10/07/2007   23:00          144         1
10/07/2007   23:15          146         1
10/07/2007   23:30          149         1
10/07/2007   23:45          149         1
10/08/2007   00:00          151         1
10/08/2007   00:15          151         1
10/08/2007   00:30          154         1
10/08/2007   00:45          154         1
10/08/2007   01:00          154         1
10/08/2007   01:15          154         1
10/08/2007   01:30          154         1
10/08/2007   01:45          154         1
10/08/2007   02:00          154         1
10/08/2007   02:15          154         1
10/08/2007   02:30          154         1
10/08/2007   02:45          154         1
10/08/2007   03:00          154         1
10/08/2007   03:15          154         1
10/08/2007   03:30          154         1
10/08/2007   03:45          154         1
10/08/2007   04:00          154         1
10/08/2007   04:15          156         1
10/08/2007   04:30          158         1
10/08/2007   04:45          161         1
10/08/2007   05:00          164         1
10/08/2007   05:15          166         1
10/08/2007   05:30          166         1
10/08/2007   05:45          164         1
10/08/2007   06:00          164         1
10/08/2007   06:15          164         1
10/08/2007   06:30          161         1
10/08/2007   06:45          158         1
10/08/2007   07:00          158         1
10/08/2007   07:15          156         1
10/08/2007   07:30          153         1
10/08/2007   07:45          153         1
10/08/2007   08:00          151         1
10/08/2007   08:15          149         1
10/08/2007   08:30          149         1
10/08/2007   08:45          146         1
10/08/2007   09:00          144         1
10/08/2007   09:15          144         1
10/08/2007   09:30          142         1
10/08/2007   09:45          142         1
10/08/2007   10:00          139         1
10/08/2007   10:15          139         1
10/08/2007   10:30          137         1
10/08/2007   10:45          135         1
10/08/2007   11:00          135         1
10/08/2007   11:15          133         1
10/08/2007   11:30          133         1
10/08/2007   11:45          133         1
10/08/2007   12:00          131         1
10/08/2007   12:15          131         1
10/08/2007   12:30          129         1
10/08/2007   12:45          131         1
10/08/2007   13:00          129         1
10/08/2007   13:15          127         1
10/08/2007   13:30          127         1
10/08/2007   13:45          127         1
10/08/2007   14:00          125         1
10/08/2007   14:15          125         1
10/08/2007   14:30          125         1
10/08/2007   14:45          125         1
10/08/2007   15:00          123         1
10/08/2007   15:15          123         1
10/08/2007   15:30          123         1
10/08/2007   15:45          123         1
10/08/2007   16:00          121         1
10/08/2007   16:15          121         1
10/08/2007   16:30          121         1
10/08/2007   16:45          119         1
10/08/2007   17:00          121         1
10/08/2007   17:15          119         1
10/08/2007   17:30          119         1
10/08/2007   17:45          119         1
10/08/2007   18:00          117         1
10/08/2007   18:15          117         1
10/08/2007   18:30          117         1
10/08/2007   18:45          117         1
10/08/2007   19:00          117         1
10/08/2007   19:15          115         1
10/08/2007   19:30          115         1
10/08/2007   19:45          115         1
10/08/2007   20:00          115         1
10/08/2007   20:15          115         1
10/08/2007   20:30          115         1
10/08/2007   20:45          113         1
10/08/2007   21:00          113         1
10/08/2007   21:15          113         1
10/08/2007   21:30          113         1
10/08/2007   21:45          111         1
10/08/2007   22:00          113         1
10/08/2007   22:15          113         1
10/08/2007   22:30          111         1
10/08/2007   22:45          111         1
10/08/2007   23:00          109         1
10/08/2007   23:15          109         1
10/08/2007   23:30          111         1
10/08/2007   23:45          109         1
10/09/2007   00:00          109         1
10/09/2007   00:15          109         1
10/09/2007   00:30          109         1
10/09/2007   00:45          109         1
10/09/2007   01:00          109         1
10/09/2007   01:15          107         1
10/09/2007   01:30          107         1
10/09/2007   01:45          107         1
10/09/2007   02:00          107         1
10/09/2007   02:15          106         1
10/09/2007   02:30          107         1
10/09/2007   02:45          106         1
10/09/2007   03:00          106         1
10/09/2007   03:15          106         1
10/09/2007   03:30          106         1
10/09/2007   03:45          106         1
10/09/2007   04:00          104         1
10/09/2007   04:15          106         1
10/09/2007   04:30          104         1
10/09/2007   04:45          104         1
10/09/2007   05:00          104         1
10/09/2007   05:15          104         1
10/09/2007   05:30          104         1
10/09/2007   05:45          102         1
10/09/2007   06:00          102         1
10/09/2007   06:15          102         1
10/09/2007   06:30          102         1
10/09/2007   06:45          102         1
10/09/2007   07:00          102         1
10/09/2007   07:15          101         1
10/09/2007   07:30          102         1
10/09/2007   07:45          101         1
10/09/2007   08:00          101         1
10/09/2007   08:15          101         1
10/09/2007   08:30          101         1
10/09/2007   08:45          101         1
10/09/2007   09:00          101         1
10/09/2007   09:15         98.8         1
10/09/2007   09:30         98.8         1
10/09/2007   09:45         98.8         1
10/09/2007   10:00         98.8         1
10/09/2007   10:15         98.8         1
10/09/2007   10:30         98.8         1
10/09/2007   10:45         98.8         1
10/09/2007   11:00         98.8         1
10/09/2007   11:15         97.2         1
10/09/2007   11:30         97.2         1
10/09/2007   11:45         97.2         1
10/09/2007   12:00         97.2         1
10/09/2007   12:15         97.2         1
10/09/2007   12:30         97.2         1
10/09/2007   12:45         97.2         1
10/09/2007   13:00         97.2         1
10/09/2007   13:15         95.5         1
10/09/2007   13:30         95.5         1
10/09/2007   13:45         97.2         1
10/09/2007   14:00         95.5         1
10/09/2007   14:15         95.5         1
10/09/2007   14:30         95.5         1
10/09/2007   14:45         95.5         1
10/09/2007   15:00         95.5         1
10/09/2007   15:15         95.5         1
10/09/2007   15:30         95.5         1
10/09/2007   15:45         95.5         1
10/09/2007   16:00         93.9         1
10/09/2007   16:15         93.9         1
10/09/2007   16:30         95.5         1
10/09/2007   16:45         93.9         1
10/09/2007   17:00         93.9         1
10/09/2007   17:15         92.4         1
10/09/2007   17:30         93.9         1
10/09/2007   17:45         93.9         1
10/09/2007   18:00         92.4         1
10/09/2007   18:15         92.4         1
10/09/2007   18:30         92.4         1
10/09/2007   18:45         92.4         1
10/09/2007   19:00         92.4         1
10/09/2007   19:15         92.4         1
10/09/2007   19:30         92.4         1
10/09/2007   19:45         92.4         1
10/09/2007   20:00         90.8         1
10/09/2007   20:15         90.8         1
10/09/2007   20:30         90.8         1
10/09/2007   20:45         90.8         1
10/09/2007   21:00         90.8         1
10/09/2007   21:15         90.8         1
10/09/2007   21:30         90.8         1
10/09/2007   21:45         90.8         1
10/09/2007   22:00         89.3         1
10/09/2007   22:15         89.3         1
10/09/2007   22:30         89.3         1
10/09/2007   22:45         89.3         1
10/09/2007   23:00         89.3         1
10/09/2007   23:15         89.3         1
10/09/2007   23:30         89.3         1
10/09/2007   23:45         87.8         1
10/10/2007   00:00         89.3         1
10/10/2007   00:15         87.8         1
10/10/2007   00:30         87.8         1
10/10/2007   00:45         87.8         1
10/10/2007   01:00         87.8         1
10/10/2007   01:15         87.8         1
10/10/2007   01:30         86.3         1
10/10/2007   01:45         87.8         1
10/10/2007   02:00         87.8         1
10/10/2007   02:15         87.8         1
10/10/2007   02:30         87.8         1
10/10/2007   02:45         87.8         1
10/10/2007   03:00         87.8         1
10/10/2007   03:15         87.8         1
10/10/2007   03:30         87.8         1
10/10/2007   03:45         87.8         1
10/10/2007   04:00         87.8         1
10/10/2007   04:15         87.8         1
10/10/2007   04:30         87.8         1
10/10/2007   04:45         87.8         1
10/10/2007   05:00         87.8         1
10/10/2007   05:15         89.3         1
10/10/2007   05:30         89.3         1
10/10/2007   05:45         89.3         1
10/10/2007   06:00         89.3         1
10/10/2007   06:15         89.3         1
10/10/2007   06:30         89.3         1
10/10/2007   06:45         89.3         1
10/10/2007   07:00         89.3         1
10/10/2007   07:15         89.3         1
10/10/2007   07:30         89.3         1
10/10/2007   07:45         89.3         1
